index,uids,synonyms,common_name,ignore,umls_cuis,model_relevance_bucket,freq
725,[52529],"['toe pain', 'pain in toe']",toe pain,0,['C0241416'],14,0.00016482365111012963
726,"[14280, 8631]","['sepsis', 'urosepsis', 'septicemia', 'urinary sepsis']",sepsis,0,"['C0149801', 'C0036690']",29,0.00017772690059125813
727,[78142],['septic emboli'],septic emboli,0,['C0333222'],20,3.496336846837533e-05
728,[8688],['septic shock'],septic shock,0,['C0036983'],29,3.7404062483985606e-05
729,[7089],['pancreatectomy'],pancreatectomy,0,['C0030279'],191,5.237251459370744e-05
730,[9489],['thrombophlebitis'],thrombophlebitis,0,['C0040046'],21,9.468356679439203e-05
731,[2184],"['cvid', 'common variable immune deficiency', 'common variable immunodeficiency']",cvid,0,['C0009447'],28,8.003940270073033e-05
732,[3547],"['facial pain', 'face pain']",facial pain,0,['C0015468'],34,0.00022753071274196317
733,[3180],"['carotid endarterectomy', 'carotid endarterectomies']",carotid endarterectomy,0,['C0014099'],93,9.441901604444827e-05
734,[13171],['esophagectomy'],esophagectomy,0,['C0085198'],177,4.92235072798606e-05
735,[14187],"['pelvic fracture', 'pelvis fracture', 'fractured pelvis', 'pelvic fractures']",pelvic fracture,0,['C0149531'],92,6.449064572016411e-05
736,[8934],"['spine disease', 'spinal disease']",spine disease,0,['C0037933'],190,8.06709109425316e-05
737,[3160],"['encephalitis', 'enceph']",encephalitis,0,['C0014038'],50,0.0001073564011062147
738,[10236],"['volvulus', 'bowel volvulus']",volvulus,0,['C0042961'],49,3.204477632383435e-05
739,[14217],['bicuspid aortic valve'],bicuspid aortic valve,0,['C0149630'],93,5.190315035993624e-05
740,[78499],"['atrophy', 'atrophic']",atrophy,0,['C0333641'],149,0.0009415702546305237
741,[216253],"['thrombocytosis', 'thrombocythemia']",thrombocytosis,0,['C0836924'],123,0.00012061807418404121
742,[4764],['hypogonadism'],hypogonadism,0,['C0020619'],207,0.0001812940687679193
743,[104185],"['ruptured ovarian cyst', 'ovarian cyst rupture']",ruptured ovarian cyst,0,['C0404478'],96,2.5046982293063605e-05
744,[9200],['superior vena cava syndrome'],superior vena cava syndrome,0,['C0038833'],21,5.8226766673108335e-05
745,"[312297, 52316]","['left hand pain', 'hand pain', 'pain in left hand']",left hand pain,0,"['C2032351', 'C0239833']",14,0.0003404085440163592
746,[1330],['breast diseases'],breast diseases,1,['C0006145'],37,2.7692489792501325e-05
747,[4934],"['inflammatory bowel disease', 'irritable bowel disease']",inflammatory bowel disease,1,['C0021390'],58,0.00023009941518496558
748,[46267],"['epidural', 'epidural space']",epidural,0,['C0228134'],44,0.0
749,[121612],['hearing voices'],hearing voices,0,['C0424068'],9,0.00020622157652875025
750,[5916],"[""meniere's disease"", 'meniere disease', 'menieres disease']",meniere's disease,0,['C0025281'],51,5.615303014935553e-06
751,[2471],"['cmv', 'cytomegalovirus', 'cytomegalovirus infection']",cytomegalovirus,0,['C0010823'],208,0.0005675722992664647
752,[31297],"['craniectomy', 'craniectomies']",craniectomy,0,['C0195897'],122,2.7922904961807203e-05
753,[8503],"['ks', ""kaposi's sarcoma"", 'kaposi sarcoma', 'kaposis sarcoma']",kaposi's sarcoma,0,['C0036220'],37,0.00021342418404334844
754,[1836],"['chicken pox', 'chickenpox', 'varicella', 'varicella infection']",chicken pox,0,['C0008049'],116,0.0002545490248168658
755,[27855],"['breast reduction', 'breast reductions']",breast reduction,0,['C0191922'],157,0.0
756,[83988],['eosinophilic esophagitis'],eosinophilic esophagitis,0,['C0341106'],12,1.6632561665819753e-05
757,[4920],['infertility'],infertility,0,['C0021359'],118,0.0016481170365690635
758,"[3224, 52967]","['radiation enteritis', 'enteritis', 'small intestine inflammation', 'radiation induced enteritis']",enteritis,0,"['C0014335', 'C0259795']",58,0.00011094063707319485
759,[73179],['lupus anticoagulant'],lupus anticoagulant,1,['C0311370'],84,0.0
760,[10872],"['bnp', 'brain natriuretic peptide']",brain natriuretic peptide,0,['C0054015'],8,0.0
761,[22254],['sternotomy'],sternotomy,0,['C0185792'],211,0.00012397189498171548
762,[78206],"['healing ulcer', 'healing ulcers', 'heal ulcers', 'heal ulcer']",healing ulcer,0,['C0333293'],81,6.683746688902017e-05
763,[2906],"['diverticula', 'diverticulum']",diverticula,0,['C0012817'],49,0.00020211677295704203
764,[77481],"['fissure', 'fissures']",fissure,0,['C0332469'],188,0.0003766946662344533
765,[255],"['corticosteroid', 'corticosteroids']",corticosteroid,0,['C0001617'],61,0.0004119225854527724
766,[9365],"['tendonitis', 'tendinitis']",tendonitis,0,['C0039503'],209,0.0005728889159508188
767,[67079],"['hormonal therapy', 'hormone therapy', 'hormone treatment', 'hormone therapies']",hormonal therapy,0,['C0279025'],210,0.00027914371066647714
768,[22616],"['hip arthroplasty', 'hip repair']",hip arthroplasty,0,['C0186193'],92,3.445986865396621e-05
769,[5811],"['mastocytosis', 'mast cell activation syndrome']",mastocytosis,0,['C0024899'],37,7.75816408948011e-05
770,[8561],"['sclerosis', 'sclerotic']",sclerosis,0,['C0036429'],53,0.0005272496446379382
771,[164996],['stent removal'],stent removal,0,['C0522778'],100,5.9771401696973584e-05
772,[12954],"['desmoid tumor', 'desmoid tumors', 'desmoids', 'desmoid']",desmoid tumor,0,['C0079218'],37,7.289653245224849e-05
773,[4530],"['hip dislocations', 'hip dislocation', 'dislocated hip']",hip dislocations,0,['C0019554'],92,5.370380223858578e-05
774,[109087],"['knee osteoarthritis', 'osteoarthritis of knees', 'osteoarthritis of the knee', 'oa knee']",knee osteoarthritis,0,['C0409959'],46,0.00022563618801655933
775,[6480],['nephrotic syndrome'],nephrotic syndrome,0,['C0027726'],24,7.802540344309387e-05
776,[246055],"['mild cognitive impairment', 'mild cognitive disorder']",mild cognitive impairment,0,['C1270972'],50,5.7492851689393345e-05
777,[1267],['myelopathy'],myelopathy,0,['C0005956'],189,0.0
778,[4352],"['blood disorder', 'blood disorders', 'blood dyscrasia', 'hematologic disorders', 'blood dyscrasias', 'hematologic disorder']",blood disorder,0,['C0018939'],213,6.381646800256545e-05
779,[84167],"['enterocutaneous fistula', 'enterocutaneous fistulas']",enterocutaneous fistula,0,['C0341318'],90,4.435918703895898e-05
780,[2898],"['diuresis', 'urinary flow']",diuresis,0,['C0012797'],145,0.0005404686482399674
781,[23067],['rotator cuff repair'],rotator cuff repair,0,['C0186666'],163,0.00014715848813001318
782,[67182],"['lumbar disc herniation', 'herniated lumbar disc', 'bulging lumbar disc', 'slipped lumbar disc']",lumbar disc herniation,0,['C0281899'],86,2.74108712522386e-05
783,[9479],"['thoracotomy', 'thoracostomy']",thoracotomy,0,['C0039991'],147,0.0001244071236348488
784,[1614],['cardiovascular disease'],cardiovascular disease,0,['C0007222'],8,0.00014569919205774273
785,[6513],"['acoustic neuroma', 'vestibular schwannoma']",acoustic neuroma,0,['C0027859'],37,3.116578512240827e-05
786,[203671],['tardive dyskinesia'],tardive dyskinesia,0,['C0686347'],50,0.00013631190738231855
787,[9347],"['telangiectasia', 'telangiectasis', 'telangiectasias']",telangiectasia,0,['C0039446'],214,0.0003754060480653724
788,[1061],"['benign prostatic hypertrophy', 'bph', 'prostatic hypertrophy', 'prostate hypertrophy']",benign prostatic hypertrophy,0,['C0005001'],59,0.00010973735785570864
789,[9417],['thalassemia'],thalassemia,0,['C0039730'],212,4.631344903047911e-05
790,[10048],['vaginal cancer'],vaginal cancer,0,['C0042237'],37,1.225467344900829e-05
791,[5554],"['lipoma', 'lipomas', 'fatty tumor']",lipoma,0,['C0023798'],37,0.00033708032490416327
792,[10206],"['vitamin b12 deficiency', 'vitamin b12 defic']",vitamin b12 deficiency,0,['C0042847'],180,0.00016521621028746554
793,[870],"['atelectasis', 'lung collapse', 'collapsed lung']",atelectasis,0,['C0004144'],175,0.0005202774522926459
794,[2687],"['di', 'diabetes insipidus']",diabetes insipidus,0,['C0011848'],1,0.00012134345527259673
795,[14247],['laxative abuse'],laxative abuse,0,['C0149720'],215,5.63493097380235e-05
796,[17103],['radiation cystitis'],radiation cystitis,0,['C0156270'],29,2.4910439970511985e-05
797,[13353],"['urinary urgency', 'urinary frequency/urgency', 'urgency with urination']",urinary urgency,0,['C0085606'],29,0.00022367339212987973
798,[52033],"['necrotizing fasciitis', 'necrotizing fascitis', 'necrotizing myositis']",necrotizing fasciitis,0,['C0238124'],30,2.2751364495164418e-05
799,[5813],"['breast pain', 'mastalgia', 'mastodynia']",breast pain,0,['C0024902'],14,0.0002322670245554726
800,[8321],['rhabdomyolysis'],rhabdomyolysis,0,['C0035410'],149,6.825409348549326e-05
801,[7628],"['pneumonectomy', 'pneumonectomies']",pneumonectomy,0,['C0032284'],218,2.7863167695690858e-05
802,[10015],"['uterine prolapse', 'prolapsed uterus']",uterine prolapse,0,['C0042140'],184,7.532015867753982e-05
803,[3248],"['eosinophilia', 'eosinophilic granulomatosis']",eosinophilia,0,['C0014457'],217,0.0002574420152759284
804,[6468],['nephritis'],nephritis,0,['C0027697'],23,0.00013072220605286146
805,[21702],"['fasciotomy', 'fasciotomies']",fasciotomy,0,['C0185188'],216,4.3830085539071444e-05
806,[4393],"['hemophilia', 'factor viii deficiency', 'hemophilia a', 'hema']",hemophilia,0,['C0019069'],45,5.0716938932768985e-05
807,[48855],"['buttock pain', 'buttocks pain']",buttock pain,0,['C0231710'],14,0.0002407326485536733
808,[53696],"['neck fracture', 'cervical fracture', 'cervical spine fracture']",neck fracture,0,['C0262414'],92,3.9059638144924056e-05
809,[308],['agoraphobia'],agoraphobia,0,['C0001818'],9,0.00015069152072603648
810,[101310],['cadaveric renal transplant'],cadaveric renal transplant,0,['C0401176'],67,9.476037185082736e-05
811,[9485],"['essential thrombocytosis', 'essential thrombocythemia', 'idiopathic thrombocytosis']",essential thrombocytosis,0,['C0040028'],123,5.6042089512282335e-05
812,[7870],"['prolactinoma', 'prolactin secreting pituitary adenoma', 'pituitary prolactinoma']",prolactinoma,0,['C0033375'],37,4.594649153862162e-05
813,[15604],['anal cancer'],anal cancer,0,['C0153446'],37,0.0
814,[4407],['hemorrhoidectomy'],hemorrhoidectomy,0,['C0019108'],88,8.594485815108809e-05
815,[1447],"['calcinosis', 'calcification']",calcinosis,0,['C0006663'],26,0.0005786834307641032
816,[4061],"['glomerulonephritis', 'glomerular nephritis']",glomerulonephritis,0,['C0017658'],23,0.00010601657956617688
817,[13207],"['addiction', 'addictions']",addiction,0,['C0085281'],18,0.0005718221790558841
818,[213501],['multiple abscesses'],multiple abscesses,0,['C0740690'],77,8.832581490058203e-06
819,[9952],"['ureteral stone', 'ureter stone', 'ureterolithiasis']",ureteral stone,0,['C0041952'],27,5.6776004495997324e-05
820,[8173],"['radial fracture', 'radius fracture', 'radial fractures']",radius fracture,0,['C0034628'],92,0.00014097141413939272
821,[3783],"['food allergies', 'food allergy']",food allergies,0,['C0016470'],76,0.00012660886858599374
822,[103441],['hypotonic bladder'],hypotonic bladder,0,['C0403647'],29,3.37003519847728e-05
823,[224933],"['invasive ductal carcinoma', 'infiltrating ductal carcinoma', 'invasive ductal carcinoma of the breast']",invasive ductal carcinoma,0,['C1134719'],37,0.00017078884382660368
824,[52258],"['extremity numbness', 'limb numbness']",extremity numbness,0,['C0239375'],14,3.844519769344175e-05
825,[157777],['cervical disc disease'],cervical disc disease,0,['C0477633'],86,4.775567731243064e-05
826,[52315],['hand numbness'],hand numbness,0,['C0239832'],34,0.00012510690303792587
827,[52361],"['liver mass', 'hepatic mass', 'liver masses']",liver mass,0,['C0240225'],32,4.765327057051692e-05
828,[213481],['incarcerated hernia'],incarcerated hernia,0,['C0740406'],111,2.220519520495792e-05
829,[9593],['tonsillitis'],tonsillitis,0,['C0040425'],153,3.5970368097193564e-05
830,[5700],"[""waldenstrom's macroglobulinemia"", 'lymphoplasmacytic lymphoma', 'macroglobulinemia', 'waldenstrom macroglobulinemia', 'waldenstroms macroglobulinemia']",waldenstrom's macroglobulinemia,0,['C0024419'],219,7.221382083949037e-05
831,[334454],['xarelto'],xarelto,1,['C3159309'],10,9.720106586643762e-06
832,[29184],"['hepaticojejunostomy', 'hepatojejunostomy']",hepaticojejunostomy,0,['C0193425'],73,3.462201266199625e-05
833,[172568],"['peanut allergy', 'peanut allergies', 'allergy to peanuts']",peanut allergy,0,['C0559470'],76,6.6223026437537836e-06
834,[9105],['stuttering'],stuttering,0,['C0038506'],50,0.0001226576751271561
835,[10022],['uveitis'],uveitis,0,['C0042164'],95,9.388138064940126e-05
836,[58777],"['renal cyst', 'renal cysts']",renal cyst,0,['C0268800'],96,0.0
837,[5936],"['menopausal', 'menopause']",menopausal,0,['C0025320'],118,0.0011567097516009268
838,[58011],"['liver cysts', 'hepatic cyst', 'liver cyst', 'hepatic cysts']",liver cysts,0,['C0267834'],77,6.875759329990235e-05
839,[13183],"['psoas abscess', 'psoas abscesses']",psoas abscess,0,['C0085222'],77,3.209597969479121e-05
840,[9223],['eye surgery'],eye surgery,0,['C0038901'],95,0.00013889767761563997
841,[2657],"['dermoid cyst', 'dermoid cysts', 'dermoid tumor', 'dermoids']",dermoid cyst,0,['C0011649'],96,7.173592271055968e-05
842,[6311],"['myeloproliferative disorder', 'myeloproliferative disease', 'myeloproliferative neoplasm']",myeloproliferative disorder,0,['C0027022'],221,6.133310451115779e-05
843,[119281],['diet controlled diabetes mellitus'],diet controlled diabetes mellitus,0,['C0421246'],1,6.65643822439169e-06
844,[2999],['dysautonomia'],dysautonomia,0,['C0013363'],80,4.081762054777622e-05
845,[7329],['pericardial window'],pericardial window,0,['C0031041'],106,2.498724502694727e-05
846,[24732],"['ankle surgery', 'ankle surgeries']",ankle surgery,0,['C0188412'],132,6.065039289839967e-05
847,[5732],['malaria'],malaria,0,['C0024530'],220,5.286748051295708e-05
848,[9648],['tracheal stenosis'],tracheal stenosis,0,['C0040583'],93,2.79570405424451e-05
849,[6519],"['neuromyelitis optica', ""devic's disease"", ""devic's neuromyelitis optica""]",neuromyelitis optica,0,['C0027873'],223,1.0479623255837174e-05
850,[40066],['neuroendocrine tumor'],neuroendocrine tumor,0,['C0206754'],37,3.777955387100258e-05
851,[103388],['chronic allograft nephropathy'],chronic allograft nephropathy,0,['C0403592'],67,2.545660926071848e-05
852,[15607],['gallbladder cancer'],gallbladder cancer,0,['C0153452'],37,1.2587495360227875e-05
853,[13351],"['polydypsia', 'polydipsia']",polydypsia,0,['C0085602'],126,0.00020614477147231497
854,[1919],"['choledochal cyst', 'congenital choledochal cyst']",choledochal cyst,0,['C0008340'],96,8.277878304692231e-06
855,[400446],['ureteral stricture'],ureteral stricture,0,['C3887590'],199,2.055815343917895e-05
856,[9372],['tenosynovitis'],tenosynovitis,0,['C0039520'],201,0.00023104667754766744
857,[52289],"['foot numbness', 'numbness foot', 'numbness in feet', 'feet numbness']",foot numbness,0,['C0239649'],14,6.619742475205944e-05
858,[31926],['carpal tunnel release'],carpal tunnel release,0,['C0196576'],138,0.00018898310830660765
859,[4753],['hypocalcemia'],hypocalcemia,0,['C0020598'],25,9.522973608459855e-05
860,[324313],['bilateral hip replacement'],bilateral hip replacement,0,['C2732563'],98,1.71957987463452e-05
861,[82940],"['congenital deafness', 'congenital hearing loss']",congenital deafness,0,['C0339789'],222,2.3638889591749968e-05
862,[715],['aortic diseases'],aortic diseases,1,['C0003493'],93,5.854252079400897e-06
863,[6766],"['orchiectomy', 'castration']",orchiectomy,0,['C0029189'],224,6.510508617164642e-05
864,[25865],['artery bypass graft'],artery bypass graft,0,['C0189695'],3,0.00017455229159193286
865,[67071],"['gastric adenocarcinoma', 'adenocarcinoma of stomach', 'stomach adenocarcinoma']",gastric adenocarcinoma,0,['C0278701'],37,1.6692298931936085e-05
866,[3276],['epididymitis'],epididymitis,0,['C0014534'],29,7.29306680328864e-05
867,[812],"['arthroplasty', 'arthroplasties']",arthroplasty,0,['C0003893'],92,0.00017890457812326591
868,[9638],['toxoplasmosis'],toxoplasmosis,0,['C0040558'],225,0.0001012802677526674
869,"[67, 14271]","['abscess', 'abscesses', 'skin abscesses', 'skin abscess']",abscess,0,"['C0000833', 'C0149777']",77,0.0016283781370651945
870,"[57779, 7316]","['perirectal abscess', 'perianal abscess', 'perirectal abscesses', 'peri-rectal abscess']",perirectal abscess,0,"['C0267566', 'C0031019']",77,9.73546759793082e-05
871,[39999],"['adrenal adenoma', 'benign adrenal adenoma']",adrenal adenoma,0,['C0206667'],37,7.226502421044722e-05
872,[14671],['breast abscess'],breast abscess,0,['C0151463'],77,0.0
873,[82021],"['vertebral artery dissection', 'vertebral artery dissections']",vertebral artery dissection,0,['C0338586'],93,1.2118131126456667e-05
874,[7615],"['pleurisy', 'pleuritis']",pleurisy,0,['C0032231'],77,6.0684528479037574e-05
875,[94618],"['cidp', 'chronic inflammatory demyelinating polyneuropathy']",chronic inflammatory demyelinating polyneuropathy,0,['C0393819'],80,5.87473342778364e-05
876,[155098],"['diarrhea and vomiting', 'vomiting diarrhea']",diarrhea and vomiting,0,['C0474496'],43,4.001543440278543e-05
877,[103393],['failed renal transplant'],failed renal transplant,0,['C0403597'],67,1.99949163586535e-05
878,[14346],"['rectal adenocarcinoma', 'adenocarcinoma of the rectum']",rectal adenocarcinoma,0,['C0149978'],37,3.5134046371564865e-05
879,[273111],['vertebroplasty'],vertebroplasty,0,['C1303192'],86,5.353312433539624e-05
880,[101030],"['rectal ulcer', 'rectal ulcers', 'rectal ulceration']",rectal ulcer,0,['C0400839'],81,1.677763788353085e-05
881,[40469],"['brain lesion', 'brain lesions']",brain lesion,0,['C0221505'],37,8.83343487957415e-05
882,[217441],"['overactive bladder', 'hyperactive bladder']",overactive bladder,0,['C0878773'],29,4.99488883684161e-05
883,[14855],"['esophageal ulcer', 'esophageal ulcers', 'esophageal ulcerations']",esophageal ulcer,0,['C0151970'],81,2.093364482619592e-05
884,[48809],"['scapular pain', 'scapula pain']",scapular pain,0,['C0231655'],14,4.173074732984021e-05
885,[52358],"['lip swelling', 'swelling of lips', 'swollen lips']",lip swelling,0,['C0240211'],42,8.201926637772889e-05
886,[51684],"['tongue swelling', 'swollen tongue', 'swelling of tongue']",tongue swelling,1,['C0236068'],42,7.047290622695715e-05
887,"[17504, 14223]","['cervical spondylosis', 'cervical myelopathy']",cervical spondylosis,0,"['C0158241', 'C0149645']",189,6.382500189772493e-05
888,[14262],['plantar fasciitis'],plantar fasciitis,0,['C0149756'],30,0.0002851003694877917
889,[2247],"['connective tissue disorder', 'connective tissue disease']",connective tissue disorder,0,['C0009782'],53,4.4879754643687046e-05
890,[216813],"['chronic graft-versus-host disease', 'chronic graft versus host disease']",chronic graft-versus-host disease,0,['C0867389'],67,5.588847939941177e-05
891,[3371],"['hiatal hernia repair', 'hiatal herniorrhaphy']",hiatal hernia repair,0,['C0014857'],111,1.653015492390603e-05
892,[224954],"['patellar dislocations', 'patellar dislocation', 'patella dislocation']",patellar dislocations,0,['C1135812'],163,1.5830375520828957e-05
893,[4014],"['giardia', 'giardiasis', 'giardia infection']",giardia,0,['C0017536'],47,8.748949317495335e-05
894,[107823],"['lumbar spine surgery', 'lumbar spine surgeries']",lumbar spine surgery,0,['C0408578'],170,1.0146801344617593e-05
895,[3832],"['stress fracture', 'stress reaction', 'stress fractures']",stress fracture,0,['C0016664'],92,0.00011104304381510856
896,[9089],"['artery stenosis', 'arterial stenosis']",artery stenosis,0,['C0038449'],2,7.484226054860915e-05
897,[14670],['trochanteric bursitis'],trochanteric bursitis,0,['C0151451'],201,0.0002279147380241396
898,[286692],['superficial thrombophlebitis'],superficial thrombophlebitis,0,['C1510431'],21,4.805436364301232e-05
899,[6495],"['neuropathic pain', 'neuralgia']",neuropathic pain,0,['C0027796'],80,0.0001550950106283264
900,[7458],['phlebitis'],phlebitis,0,['C0031542'],21,0.00013107209575439994
901,[189495],['e coli urinary tract infection'],e coli urinary tract infection,0,['C0577708'],29,9.122733925480406e-06
902,[56674],"['solitary kidney', 'single kidney', 'congenital single kidney']",solitary kidney,0,['C0266294'],26,2.4176524986797e-05
903,[25743],['pleurodesis'],pleurodesis,0,['C0189557'],175,4.829331270747766e-05
904,[15618],['peritoneal cancer'],peritoneal cancer,0,['C0153467'],37,1.868923039925359e-05
905,[3254],['ependymoma'],ependymoma,0,['C0014474'],37,1.316780023107228e-05
906,[287107],"['smoldering myeloma', 'smoldering multiple myeloma']",smoldering myeloma,0,['C1531608'],37,3.330779280743688e-05
907,[1008],"[""bartholin's cyst"", 'bartholin cysts', 'bartholin cyst', ""bartholin's cysts"", ""bartholin's gland cyst""]",bartholin's cyst,0,['C0004767'],96,1.3219003602029138e-05
908,[1172],"['bladder stone', 'bladder stones']",bladder stone,0,['C0005683'],27,4.465787336954066e-05
909,"[327832, 5322]","['laminectomy', 'laminectomies', 'cervical laminectomy', 'spinal laminectomy']",laminectomy,0,"['C2919897', 'C0022983']",107,0.0006188866108603971
910,[145119],['urolithiasis'],urolithiasis,0,['C0451641'],27,1.692271410124195e-05
911,[330299],['ulcerative proctitis'],ulcerative proctitis,0,['C2937222'],58,1.4302808287282654e-05
912,[213957],"['mitochondrial disorder', 'mitochondrial disease']",mitochondrial disorder,0,['C0751651'],226,4.869440577997306e-05
913,[551],['autoimmune hemolytic anemia'],autoimmune hemolytic anemia,0,['C0002880'],39,3.41355806379061e-05
914,[78079],['hemorrhagic cyst'],hemorrhagic cyst,0,['C0333145'],96,4.153446774117225e-05
915,[4699],['hypernatremia'],hypernatremia,0,['C0020488'],113,4.583555090154842e-05
916,[86367],"['abscess drainage', 'drainage of abscess']",abscess drainage,0,['C0344096'],77,2.6719625744321013e-05
917,[1316],['chronic encephalopathy'],chronic encephalopathy,0,['C0006109'],50,1.9969314673175067e-06
918,[239659],['eosinophilic gastroenteritis'],eosinophilic gastroenteritis,0,['C1262481'],58,1.0411352094561361e-05
919,"[14265, 53975]","['rectal abscess', 'buttock abscess', 'gluteal abscess', 'abscess of buttock']",rectal abscess,0,"['C0149770', 'C0263118']",77,5.2534658601737487e-05
920,[1603],"['pericardial tamponade', 'cardiac tamponade']",pericardial tamponade,0,['C0007177'],106,1.6077858480453773e-05
921,[7196],"['parotid tumor', 'parotid gland tumor']",parotid tumor,0,['C0030581'],37,1.5241536754825076e-05
922,[714],"['aortic coarctation', 'coarctation of the aorta', 'coarctation of aorta']",aortic coarctation,0,['C0003492'],94,5.8883876600388025e-06
923,[14304],['sigmoid volvulus'],sigmoid volvulus,0,['C0149863'],49,5.495828482702883e-06
924,[9747],"['trichomonas', 'trich', 'trichomonas infection']",trichomonas,0,['C0040921'],85,0.00016749476029504574
925,[5685],['lymphoproliferative disorder'],lymphoproliferative disorder,0,['C0024314'],221,4.120164582995267e-05
926,[5784],"['marfan syndrome', ""marfan's syndrome"", 'marfans syndrome', 'marfan']",marfan syndrome,0,['C0024796'],127,1.2988588432723273e-05
927,[6138],"['MCTD', 'mixed connective tissue disease']",mctd,0,['C0026272'],53,4.676574547393136e-05
928,[313375],"['left arm weakness', 'weakness in left arm']",left arm weakness,0,['C2202995'],14,5.107536252946701e-05
929,[6326],"['myoclonus', 'myoclonic jerks']",myoclonus,0,['C0027066'],149,0.00019996623137685394
930,[62107],"['foot fracture', 'foot fractures']",foot fracture,0,['C0272774'],92,8.667877313480306e-05
931,[150878],"['reflex sympathetic dystrophy', 'complex regional pain syndrome', 'crps', 'regional complex pain syndrome']",reflex sympathetic dystrophy,0,['C0458219'],15,0.00010775749417871008
932,[4682],"['hyperemesis', 'hyperemesis gravidarum']",hyperemesis,0,['C0020450'],118,1.3568893303567674e-05
933,[3366],"['achalasia', 'esophageal achalasia']",achalasia,0,['C0014848'],91,8.440022312722286e-06
934,[13431],"['idiopathic pulmonary fibrosis', 'cryptogenic fibrosing alveolitis']",idiopathic pulmonary fibrosis,0,['C0085786'],11,0.0
935,[622],['hypoxia'],hypoxia,1,['C0003130'],130,0.0
936,[21551],['clipping'],clipping,0,['C0185010'],94,0.0
937,[1779],['cervical cancer'],cervical cancer,0,['C0007847'],37,0.0
938,[19130],['pseudoaneurysm'],pseudoaneurysm,0,['C0162868'],94,0.0
